id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
367,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,5
368,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,139
369,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,141
370,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,2
371,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,68
372,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,234
373,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,256
374,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,39
375,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,189
376,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,55
377,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,51
378,2,1,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,265
379,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,463
380,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,15
381,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,295
382,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,7
383,4,1,11,5,0,4,1,1,0.2,0.2576,0.69,0.0,42
384,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,299
385,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,16
386,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,25
387,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,314
388,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,222
389,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,363
390,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,238
391,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,243
392,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,303
393,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,66
394,4,1,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,247
395,2,1,5,14,0,2,1,3,0.62,0.6061,0.69,0.3284,71
396,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,171
397,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,56
398,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,16
399,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,34
400,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,196
401,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,435
402,4,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,5
403,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,346
404,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,32
405,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,86
406,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,253
407,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,159
408,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239,124
409,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,132
410,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,209
411,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,84
412,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,469
413,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,222
414,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,107
415,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,14
416,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,6
417,4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,379
418,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,13
419,3,0,7,7,0,3,1,2,0.72,0.6970000000000001,0.79,0.0,312
420,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,224
421,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,59
422,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,1
423,3,0,9,16,0,1,1,1,0.72,0.6667,0.48,0.0,298
424,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,214
425,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,1
426,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,428
427,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,400
428,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,198
429,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,146
430,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,46
431,3,1,6,11,0,4,1,1,0.8,0.6970000000000001,0.31,0.194,211
432,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0.0,111
433,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,221
434,2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,474
435,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,160
436,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,411
437,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,7
438,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,171
439,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,690
440,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,180
441,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,643
442,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,109
443,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,78
444,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,9
445,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,586
446,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,283
447,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0.0,18
448,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,527
449,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,384
450,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,54
451,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,34
452,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,623
453,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,609
454,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,90
455,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,6
456,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,165
457,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,45
458,1,1,12,2,0,3,1,2,0.26,0.2273,0.65,0.2985,1
459,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,54
460,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,181
461,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,271
462,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,107
463,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,138
464,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,303
465,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,155
466,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,25
467,1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.194,157
468,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,10
469,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,812
470,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,61
471,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,83
472,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,7
473,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,29
474,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,184
475,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,692
476,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,115
477,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,157
478,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,299
479,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,529
480,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,499
481,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,254
482,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,59
483,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,14
484,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,26
485,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,540
486,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,364
487,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,83
488,1,1,12,16,0,5,1,2,0.3,0.2727,0.39,0.3284,281
489,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,219
490,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,134
491,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,56
492,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239,23
493,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,392
494,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,5
495,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52
496,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,28
497,4,0,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,123
498,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,17
499,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,24
500,3,0,8,3,0,3,1,2,0.76,0.6970000000000001,0.55,0.0896,4
501,3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,21
502,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,654
503,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,52
504,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,111
505,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,2
506,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,280
507,3,0,9,23,0,2,1,1,0.56,0.5303,0.94,0.0,81
508,3,0,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,139
509,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,172
510,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985,395
511,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,38
512,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,3
513,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,212
514,3,1,8,13,0,1,1,1,0.78,0.6970000000000001,0.4,0.1642,254
515,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,97
516,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,351
517,4,0,9,10,0,5,1,3,0.62,0.5152,1.0,0.1045,35
518,4,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,215
519,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,161
520,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,634
521,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,116
522,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,64
523,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,106
524,3,1,8,12,0,0,0,1,0.86,0.8029999999999999,0.47,0.5224,491
525,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0,4
526,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567
527,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,183
528,4,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,9
529,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,1
530,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,238
531,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,248
532,4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,83
533,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,7
534,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,140
535,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4
536,2,0,5,11,0,4,1,1,0.74,0.6970000000000001,0.66,0.2239,160
537,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618
538,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,95
539,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,160
540,3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,45
541,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,303
542,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,21
543,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,77
544,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,596
545,1,1,12,9,0,5,1,2,0.32,0.2727,0.45,0.5522,267
546,4,1,11,21,0,1,1,1,0.34,0.3636,0.49,0.0,181
547,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,59
548,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,94
549,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,138
550,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369
551,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,5
552,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,296
553,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,76
554,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,354
555,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,402
556,4,0,11,5,0,6,0,1,0.26,0.2273,0.6,0.3284,2
557,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,185
558,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,29
559,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,285
560,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,118
561,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,199
562,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,176
563,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,281
564,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,221
565,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,38
566,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,60
567,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,89
568,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,531
569,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84
570,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,220
571,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,238
572,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,406
573,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,90
574,1,1,12,7,0,3,1,3,0.2,0.1818,0.86,0.3284,26
575,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,4
576,4,0,11,23,0,6,0,1,0.4,0.4091,0.58,0.1642,101
577,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,172
578,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0.0,137
579,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0.0,37
580,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,11
581,2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,704
582,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,2
583,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,194
584,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0,91
585,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,192
586,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,108
587,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,32
588,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,174
589,4,0,9,0,0,0,0,2,0.6,0.5455,0.88,0.0,173
590,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,19
591,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,5
592,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,255
593,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,154
594,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,16
595,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,74
596,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,182
597,2,1,5,22,0,4,1,1,0.56,0.5303,0.43,0.0896,251
598,3,0,9,15,1,1,0,2,0.68,0.6364,0.79,0.2836,253
599,3,1,8,12,0,1,1,1,0.78,0.6970000000000001,0.4,0.194,276
600,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,277
601,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,258
602,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,283
603,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,256
604,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284,285
605,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,250
606,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,65
607,3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0.0,160
608,4,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,78
609,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,5
610,1,1,12,2,0,5,1,1,0.24,0.2273,0.6,0.2537,5
611,4,0,11,17,0,6,0,1,0.5,0.4848,0.34,0.2537,285
612,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,112
613,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0.0,13
614,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97
615,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,232
616,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,177
617,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,135
618,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,161
619,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,410
620,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,10
621,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0.0,10
622,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,292
623,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,173
624,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,533
625,2,0,6,16,0,6,0,2,0.76,0.6970000000000001,0.52,0.2239,468
626,3,0,7,9,0,4,1,1,0.74,0.6970000000000001,0.7,0.1642,179
627,3,1,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,316
628,4,0,9,4,0,6,0,1,0.56,0.5303,0.94,0.1045,8
629,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,593
630,3,0,9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,129
631,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,389
632,1,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,56
633,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,88
634,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,102
635,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0.0,105
636,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,265
637,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,729
638,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,471
639,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,141
640,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,175
641,4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.194,129
642,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,15
643,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,19
644,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,322
645,4,1,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,16
646,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,6
647,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,62
648,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,537
649,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,265
650,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,172
651,3,1,8,9,0,1,1,2,0.64,0.6061,0.69,0.0,357
652,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,163
653,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,15
654,3,1,7,15,0,1,1,1,0.86,0.8029999999999999,0.47,0.2537,237
655,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,470
656,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,6
657,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,2
658,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,20
659,4,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,729
660,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,11
661,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,149
662,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
663,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,41
664,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,4
665,1,1,12,0,0,3,1,2,0.28,0.2727,0.65,0.2537,9
666,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,225
667,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,39
668,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,17
669,4,1,11,10,0,3,1,1,0.36,0.3788,0.62,0.0,172
670,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,62
671,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,212
672,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,277
673,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,1
674,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,0.2537,374
675,4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0.0,938
676,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,45
677,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,4
678,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,94
679,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,185
680,3,0,9,9,0,3,1,2,0.56,0.5303,1.0,0.0896,208
681,4,0,9,9,0,2,1,3,0.64,0.5758,0.89,0.194,193
682,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,96
683,1,0,3,8,0,5,1,1,0.18,0.197,0.74,0.1343,228
684,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,75
685,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,814
686,2,1,6,19,0,6,0,1,0.8,0.6970000000000001,0.29,0.1642,360
687,3,1,9,18,0,2,1,2,0.6,0.5455,0.88,0.1642,281
688,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,2
689,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,522
690,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,383
691,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,4
692,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,270
693,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,430
694,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,99
695,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,71
696,4,1,12,20,0,2,1,1,0.32,0.303,0.53,0.2239,257
697,2,1,5,6,0,2,1,3,0.56,0.5303,0.94,0.2239,24
698,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0.0,75
699,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,182
700,4,1,12,21,0,6,0,2,0.36,0.3788,1.0,0.0,209
701,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,360
702,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,469
703,4,1,11,8,1,4,0,1,0.24,0.2424,0.75,0.1343,97
704,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0.0,4
705,2,1,4,7,0,5,1,1,0.3,0.2879,0.49,0.2836,246
706,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,3
707,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,140
708,2,1,5,6,0,0,0,3,0.52,0.5,0.83,0.2239,17
709,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0.0,305
710,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,49
711,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,234
712,4,0,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985,67
713,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,12
714,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,237
715,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,242
716,3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,127
717,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,604
718,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,305
719,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,79
720,3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,364
721,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,55
722,1,1,12,2,0,1,1,1,0.16,0.1667,0.59,0.1642,11
723,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,71
724,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,34
725,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0.0,107
726,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,420
727,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,202
728,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,270
729,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,101
730,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,180
731,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,29
732,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,314
733,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,314
734,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,12
